CÓDIGO,nombre_limpio,cantidad_base,unidad_base,CATEGORÍA
104522210,"SUCRALOSA MINI RELKON 0,5 G (CAJA 1000)","0,5",g,ABARROTES
105045100,SUPREMITA REBOZADA SADIA 3 KG (CAJA 2),3,kg,CARNES
104549590,SURTIDO MARISCOS GOLD 1 KG (CAJA 10),1,kg,PESCADOS Y MARISCOS
104549020,SURTIDO MARISCOS GOLD 1 KG (CAJA 5),1,kg,PESCADOS Y MARISCOS
104518980,SURTIDO MARISCOS GOLD 1KG IMPORTADO (CAJA 5),1,kg,PESCADOS Y MARISCOS
104544970,SURTIDO MARISCOS IQF 1 KG (CAJA 5),1,kg,PESCADOS Y MARISCOS
104549580,SURTIDO MARISCOS SILVER 1 KG (CAJA 10),1,kg,PESCADOS Y MARISCOS
104548970,SURTIDO MARISCOS SILVER 1 KG (CAJA 5),1,kg,PESCADOS Y MARISCOS
104518890,SURTIDO MARISCOS SILVER 1KG IMPORTADO (CAJA 5),1,kg,PESCADOS Y MARISCOS
104539580,"SWEET CORN RIBS ARDO 2,5 KG (CAJA 4)","2,5",kg,FRUTAS Y VERDURAS CONGELADAS
104520530,"SWEET POTATO CAMOTE AVIKO 2,27 KG (CAJA 5)","2,27",kg,PAPAS Y APERITIVOS
104533920,SWEET RELISH HEINZ 396 G (CAJA 12),396,g,SALSAS Y CONDIMENTOS
104522340,SYRUP AVELLANA TORANI 750 ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104548020,SYRUP CARAMEL SUGAR FREE TORANI 750ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104522330,SYRUP CARAMELO TORANI 750 ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104522350,SYRUP COCO TORANI 750 ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104548070,SYRUP GREEN APPLE TORANI 750ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104522360,SYRUP MENTA TORANI 750 ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104548060,SYRUP PASSION FRUIT TORANI 750ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104548050,SYRUP PEACH TORANI 750ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104548030,SYRUP PISTACHIO TORANI 750ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104522370,SYRUP TE CHAI TORANI 750 ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104522380,SYRUP VAINILLA TORANI 750 ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104548040,SYRUP VANILLA SUGAR FREE TORANI 750ML (UNIDAD),750,ml,CAFE Y BEBIDAS CALIENTES
104548750,"TABLA CORTAR AMARILLO 30X46X1,1CM (CAJA 12)",,,UTENSILIOS Y SUMINISTROS
104548740,"TABLA CORTAR AZUL 30X46X1,1CM (CAJA 12)",,,UTENSILIOS Y SUMINISTROS
104548710,"TABLA CORTAR BLANCO 30X46X1,1CM (CAJA 12)",,,UTENSILIOS Y SUMINISTROS
104548720,"TABLA CORTAR ROJO 30X46X1,1CM (CAJA 12)",,,UTENSILIOS Y SUMINISTROS
104548730,"TABLA CORTAR VERDE 30X46X1,1CM (CAJA 12)",,,UTENSILIOS Y SUMINISTROS
102500011,TAGLIATELLE COLLEZIONE BARILLA 500G (CAJA 12),500,g,ABARROTES
104540290,TALLARIN 87 CAROZZI 5 KG (CAJA 2),5,kg,ABARROTES
104540270,TALLARIN ESPINACA 87 CAROZZI 400 G (DISPLAY 25),400,g,ABARROTES
104540220,TALLARINES 87 CAROZZI 400 G (DISPLAY 25),400,g,ABARROTES
40002139,TAMPER MANUAL DE ALUMINIO (UNIDAD),,,MAQUINAS Y REPUESTOS
104521690,"TAPA 8,25 OZ (CAJA 1000)",,,EMPAQUES
104539630,TAPA BLANCA VASO 14 OZ CPLA BIO LAVAZZA (CAJA 1000),,,EMPAQUES
104539620,TAPA BLANCA VASO 9 OZ CPLA BIO LAVAZZA (CAJA 1000),,,EMPAQUES
104539740,TAPA PAPEL KRAFT BLANCO 8 16OZ PLA COMPO (CAJA 500),,,EMPAQUES
104537820,TAPA POCILLO SALSAS 2 OZ CANA DE AZUCAR (CAJA 2000),,,EMPAQUES
104541930,TAPA POTE P KRAFT BLANCO PLA 12 16 OZ (CAJA 1000),,p,EMPAQUES
104541940,TAPA POTE P KRAFT BLANCO PLA 24 OZ (CAJA 500),,p,EMPAQUES
104537770,TAPA VASO 12 OZ CPLA BIODEGRADABLE (CAJA 1000),,,EMPAQUES
104522980,TAPA VASO 14 OZ LAVAZZA (CAJA 2000),,,EMPAQUES
104537780,TAPA VASO 8 OZ CPLA BIODEGRADABLE (CAJA 1000),,,EMPAQUES
105201340,TAPA VASO 9 OZ LAVAZZA (CAJA 1000),,,EMPAQUES
104523000,TAPA VASO 9 OZ LAVAZZA (CAJA 2000),,,EMPAQUES
104542570,TAPA VASO CPLA BIODEGRADABLE 6 OZ (CAJA 1000),,,EMPAQUES
104542590,TAPABARRIGA ARRACHERA CERTIF ANGUS BEEF (CAJA),,,CARNES
150001979,TAPAPECHO CAT V VACIO BRASIL (CAJA),,,CARNES
104500580,TAPAPECHO CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104531320,TAZA AMERICANO CORONA LAVAZZA (CAJA 24),,,CAFE Y BEBIDAS CALIENTES
105201570,TAZA AMERICANO LAVAZZA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104510290,TAZA CAPPUCCINO LAVAZZA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104531330,TAZA CAPUCCINO CORONA LAVAZZA (CAJA 24),,,CAFE Y BEBIDAS CALIENTES
104545020,TAZA CAPUCCINO PREMIUM LAVAZZA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104531340,TAZA ESPRESSO CORONA LAVAZZA (CAJA 24),,,CAFE Y BEBIDAS CALIENTES
104510260,TAZA ESPRESSO LAVAZZA (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
104543990,TAZA ESPRESSO PREMIUM (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
104538970,TAZA RESERVA DE TIERRA USA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104518190,TAZA Y PLATO AMERICANO PREMIUM LAVAZZA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104518200,TAZA Y PLATO CAPPUCCINO PREMIUM LAVAZZA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
968200370,TAZA Y PLATO CHOCOLATE ERACLEA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104518180,TAZA Y PLATO ESPRESSO PREMIUM LAVAZZA (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
968200380,TAZA Y PLATO TE WHITTINGTON (CAJA 4),,,CAFE Y BEBIDAS CALIENTES
101710110,TE CLUB ORIGINAL 20 BLS (SUST) (CAJA 50),,,CAFE Y BEBIDAS CALIENTES
101710002,TE CLUB ORIGINAL 20BLS (CAJA 50),,,CAFE Y BEBIDAS CALIENTES
101710133,TE CLUB ORIGINAL IMP 100BLS (CAJA 10),,,CAFE Y BEBIDAS CALIENTES
101710138,TE CLUB ORIGINAL IMP 20 BLS (CAJA 50),,,CAFE Y BEBIDAS CALIENTES
101710009,TE CLUB PREMIUM SUSTENTABLE 100 BLS (CAJA 10),,,CAFE Y BEBIDAS CALIENTES
101710090,TE EMBLEM CEYLAN IMP 100 BLS (CAJA 10),,,CAFE Y BEBIDAS CALIENTES
101710137,TE EMBLEM CEYLAN PREMIUM IMP 100BLS (CAJA 10),,,CAFE Y BEBIDAS CALIENTES
101720006,TE EMBLEM PREMIUM GRANEL 225G (CAJA 16),225,g,CAFE Y BEBIDAS CALIENTES
201400050,TE EXCELSIOR CEYLAN GRANEL 250G (CAJA 20),250,g,CAFE Y BEBIDAS CALIENTES
104545360,TE INFUSION MANZANILLA LIPTON 20 UDS (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
104525080,TE INFUSION MENTA LIPTON 20 UDS (CAJA 24),,,CAFE Y BEBIDAS CALIENTES
150000186,TE ROYAL CEYLAN LIPTON 100 UDS (DISPLAY 16),,,CAFE Y BEBIDAS CALIENTES
104547570,TE ROYAL CEYLAN LIPTON 100 UNDS (CAJA 16),,,CAFE Y BEBIDAS CALIENTES
104538150,TE TWINING EARL GREY 10 BOLSAS (DISPLAY 12),,,CAFE Y BEBIDAS CALIENTES
150001718,TE TWINING ENGLISH BREAKFAST 10 BOLSAS (DISPLAY 12),,,CAFE Y BEBIDAS CALIENTES
104543830,TE TWINING ENGLISH BREAKFAST 50 BOLSITAS (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104538140,TE TWINING FRUTOS ROJOS 10 BOLSAS (DISPLAY 12),,,CAFE Y BEBIDAS CALIENTES
104538190,TE TWINING INDIAN CHAI 10 BOLSAS (DISPLAY 12),,,CAFE Y BEBIDAS CALIENTES
104538180,TE TWINING LIMON JENGIBRE 10 BOLSAS (DISPLAY 12),,,CAFE Y BEBIDAS CALIENTES
150001720,TE TWINING PRINCE OF WALES 10 BOLSAS (DISPLAY 12),,,CAFE Y BEBIDAS CALIENTES
104538160,TE TWINING TE VERDE 10 BOLSAS (DISPLAY 12),,,CAFE Y BEBIDAS CALIENTES
104543840,TE TWININGS EARL GREY 50 BOLSITAS (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104543810,TE TWININGS LADY GREY 10 BOLSITAS (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
104543820,TE TWININGS LIMON JENGIBRE 50 BOLSITAS (CAJA 10),,,CAFE Y BEBIDAS CALIENTES
104543790,TE TWININGS MENTA PURA 10 BOLSITAS (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
104543800,TE TWININGS VERDE PURO 50 BOLSITAS (CAJA 10),,,CAFE Y BEBIDAS CALIENTES
104545370,TE YELLOW LABEL LIPTON 100 UDS (CAJA 10),,,CAFE Y BEBIDAS CALIENTES
150000188,TE YELLOW LABEL LIPTON 100 UDS (DISPLAY 16),,,CAFE Y BEBIDAS CALIENTES
104548420,TEQUENOS DE QUESO PREFRITOS 120 UN (CAJA),120,un,PAPAS Y APERITIVOS
201700039,TERRA TORTILLA QUESO 12X180G (CAJA 12),180,g,ABARROTES
201700040,TERRA TORTILLA SAL DE MAR 12X180G (CAJA 12),180,g,ABARROTES
201700222,TERRA VEGETALES RUSTICOS 180G DP (CAJA 12),180,g,ABARROTES
968200390,TETERA WHITTINGTON (UNIDAD),,,CAFE Y BEBIDAS CALIENTES
104518870,TILAPIA FILETE S P 1KG 140 200G IMPORTAD (CAJA 5),,p,PESCADOS Y MARISCOS
104542820,TIRAS PECHUGAS POLLO REBOZADOS SADIA 2KG (CAJA 3),2,kg,CARNES
104534250,TOALLA CLASSIC 1 HOJA 250 M (CAJA 2),,,HIGIENE Y LIMPIEZA
104533660,TOALLA EXCELLENCE 2H 200 M (DISPLAY 2),,,HIGIENE Y LIMPIEZA
104531640,TOALLA EXCELLENCE 2H 24M 2 UN (CAJA 8),2,un,HIGIENE Y LIMPIEZA
104523100,TOALLA FACIAL 2H 21X14 50 UN (CAJA 42),50,un,HIGIENE Y LIMPIEZA
150000972,TOALLA GUEST TOWEL ELITE (40945) (CAJA),,,HIGIENE Y LIMPIEZA
104533650,TOALLA PLUS EVOLUTION 1H 135 M (DISPLAY 3),,,HIGIENE Y LIMPIEZA
104533640,TOALLA PLUS EVOLUTION 1H 250 M (DISPLAY 2),,,HIGIENE Y LIMPIEZA
104525180,TOALLAS DESINFECTANTES VIRUTEX 35 UDS (CAJA 12),,,HIGIENE Y LIMPIEZA
104526620,TOALLAS DESINFECTANTES VIRUTEX 50 UDS (CAJA 14),,,HIGIENE Y LIMPIEZA
104525830,TOCINO AHUMADO 500GR LA PREFERIDA (CAJA 4),500,gr,FIAMBRERIA
105045500,TOCINO AHUMADO LAM CONG NACIONAL 1 KG (CAJA 6),1,kg,FIAMBRERIA
104534620,TOCINO LAMINADO SUGARDALE 1 KG (CAJA 5),1,kg,FIAMBRERIA
104521840,"TOCINO LAMINADO SUGARDALE 6,8 KG (CAJA 1)","6,8",kg,FIAMBRERIA
104542790,"TOCINO PIZCAS SUGARDALE 2,27 KG (CAJA 2)","2,27",kg,FIAMBRERIA
104539830,TOMAHAWK CAT V CONG CHILE (CAJA),,,CARNES
104518830,TOMAHAWK CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104538120,TOMAHAWK STEAK CERTIFIED ANGUS BEEF (CAJA),,,CARNES
108004000,"TOMATE ITALIANO CUBO GALON 2,50 KG (CAJA 6)","2,5",kg,SALSAS Y CONDIMENTOS
108004050,"TOMATE ITALIANO ENTERO PEL GALON 2,55 KG (CAJA 6)","2,55",kg,SALSAS Y CONDIMENTOS
104539950,TOMATE TRITURADO CONCENTRADO POMAROLA 3 (CAJA 6),,,SALSAS Y CONDIMENTOS
104529030,TOP DE FRAMBUESA 72 G (CAJA 80),72,g,BOLLERÍA Y PASTELERIA
104549440,TOP HOJALDRE CHOCOLATE 110 G (CAJA 56),110,g,BOLLERÍA Y PASTELERIA
104532150,TORTA CHOCO COCO 15 PORC CONG CJ 2 UN (CAJA 2),2,un,POSTRES
104532460,TORTA DE FRAMBUESA CONGELADA (CAJA 4),,,POSTRES
104538790,TORTA DE TRUFA CONGELADA (CAJA 2),,,POSTRES
104532470,TORTA DURAZNO Y MANJAR CONGELADA (CAJA 4),,,POSTRES
104538780,TORTA HOJARASCA CONGELADA (CAJA 2),,,POSTRES
104532160,TORTA MERENGUE FRAMBUESA CONG CJ 2 UN (CAJA 2),2,un,POSTRES
104532170,TORTA MOKA 15 PORC CONG CJ 2 UN (CAJA 2),2,un,POSTRES
104532500,TORTA MOUSSE MANJAR CONGELADA (CAJA 4),,,POSTRES
104532510,TORTA PANQUEQUE NARANJA CONGELADA (UNIDAD),,,POSTRES
104532520,TORTA PINA CONGELADA (CAJA 4),,,POSTRES
104532180,TORTA SACHER 15 PORC CONG CJ 2 UN (CAJA 2),2,un,POSTRES
104532530,TORTA SELVA NEGRA CONGELADA (CAJA 4),,,POSTRES
104532190,TORTA TENTACION CHOCOLATE CONG CJ 2 UN (CAJA 2),2,un,POSTRES
104532200,TORTA TENTACION MANJAR NUEZ CONG CJ 2 UN (CAJA 2),2,un,POSTRES
104532540,TORTA TRES LECHES CONGELADA (CAJA 4),,,POSTRES
104512160,TORTILLAS PANCHO VILLA 28 CM 12 UDS (CAJA 10),28,cm,ABARROTES
104529100,TORTILLAS ZANAFOODS 18 CM 12 UDS (CAJA 13),18,cm,ABARROTES
104543630,TORTILLAS ZANAFOODS 23 CM 12UDS (CAJA 11),23,cm,ABARROTES
104529120,TORTILLAS ZANAFOODS 28 CM 12 UDS (CAJA 10),28,cm,ABARROTES
150000305,TRAPERO DOBLE C OJAL 50X50 VIRUTEX (CAJA 48),,,HIGIENE Y LIMPIEZA
150000306,TRAPERO SIMPLE C OJAL 50X50 VIRUTEX (CAJA 100),,,HIGIENE Y LIMPIEZA
150000776,TRIGO MOTE 1 KG (CAJA 10),1,kg,ABARROTES
104532830,TRIPLE CONCENTRADO DE TOMATE 3 KG (CAJA 6),3,kg,SALSAS Y CONDIMENTOS
104525120,TRIPLE CONCENTRADO TOMATE CAROZZI 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104533810,TROZO CHULETA DE CERDO CJ 5 KG (CAJA),5,kg,CARNES
104539250,TRUTRO ALA ASADA SADIA 2 KG CONG (CAJA 3),2,kg,CARNES
104524530,TRUTRO ALA IQF BRASIL 1 KG (CAJA 12),1,kg,CARNES
104529080,TRUTRO ALA POLLO BBQ BL 1 KG (CAJA 8),1,kg,CARNES
104522620,TRUTRO ALA POLLO INTERF BRASIL 15 KG (CAJA),15,kg,CARNES
104528760,TRUTRO ALA REBOZADA SADIA 2 KG (CAJA 3),2,kg,CARNES
104522910,TRUTRO CORTO IQF 1 KG (CAJA 12),1,kg,CARNES
104533780,TRUTRO CORTO LAYERPACK BRASIL 15KG (CAJA),15,kg,CARNES
104547700,TRUTRO ENTERO ASADO (CAJA),,,CARNES
104547150,TRUTRO ENTERO BOLSA 2 KG (CAJA 10),2,kg,CARNES
104519180,TRUTRO ENTERO INTERFOLIADO BRASIL 15 KG (CAJA 15),15,kg,CARNES
104538170,TWININGS MANZANILLA 10X12 (DISPLAY 12),,,CAFE Y BEBIDAS CALIENTES
104352380,UCHUCUTA ALACENA 400 G (CAJA 12) (CAJA 12),400,g,SALSAS Y CONDIMENTOS
104516280,VAINILLA EN POLVO VENDING FAS 1 KG (CAJA 10),1,kg,CAFE Y BEBIDAS CALIENTES
104529610,VAINILLA EN POLVO VENDING RISTORA 1 KG (CAJA 10),1,kg,CAFE Y BEBIDAS CALIENTES
104537750,VASO 12 OZ RECUBIERTO EN PLA (CAJA 1000),,,EMPAQUES
104524600,VASO 14 OZ CHURROMANIA (CAJA 1000),,,EMPAQUES
104524610,VASO 16 OZ CHURROMANIA (CAJA 1000),,,EMPAQUES
104539640,VASO 4 OZ COMPOSTABLE LAVAZZA (CAJA 1000),,,EMPAQUES
104548310,VASO 4 OZ COMPOSTABLE LAVAZZA (CAJA 2000),,,EMPAQUES
104516790,VASO 4 OZ LAVAZZA (CAJA 2000),,,EMPAQUES
104541840,VASO 4 OZ LAVAZZA (CAJA 2000),,,EMPAQUES
104537760,VASO 8 OZ RECUBIERTO EN PLA (CAJA 1000),,,EMPAQUES
104524590,VASO 9 OZ CHURROMANIA (CAJA 500),,,EMPAQUES
104547590,VASO D PARED 14 OZ COMPOSTABLE LAVAZZ (CAJA 500),,,EMPAQUES
104540530,VASO D PARED 16 OZ COMPOSTABLE VILAPERT (CAJA 500),,,EMPAQUES
104545040,VASO D PARED 9 OZ COMPOSTABLE GENERICO (CAJA 500),,,EMPAQUES
104547600,VASO D PARED 9 OZ COMPOSTABLE LAVAZZA (CAJA 500),,,EMPAQUES
105010970,VASO DE PAPEL 21OZ SUBWAY X 1 200 UN (CAJA 1200),200,un,EMPAQUES
104518210,VASO DOBLE FONDO LAVAZZA 140 CC (CAJA 6),140,cc,CAFE Y BEBIDAS CALIENTES
104522990,VASO DOBLE PARED 9 OZ LAVAZZA (CAJA 500),,,EMPAQUES
104539590,VASO VIDRIO LAVAZZA 13 OZ (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
104543420,VEGGIE STICKS MIX ARDO 1 KG (CAJA 6),1,kg,PAPAS Y APERITIVOS
104548460,VERDURAS GRILLADAS 1 KG (CAJA 8),1,kg,FRUTAS Y VERDURAS CONGELADAS
104529670,VIENESAS LA ESPANOLA 900 G 20 UDS (CAJA 6),900,g,FIAMBRERIA
150001445,VINAGRE BALSAMICO HERNANDEZ PLAZA 5 L (CAJA 2),5,l,ABARROTES
201230620,VINAGRE BLANCO DON JUAN 500 ML (CAJA 12),500,ml,ABARROTES
150001692,VINAGRE BLANCO HERNANDEZ PLAZA 5 L (CAJA 2),5,l,ABARROTES
104534090,VINAGRE DE MANZANA HERNANDEZ PLAZA 5 L (CAJA 2),5,l,ABARROTES
201200131,VINAGRE INCOLORO 5 LITROS (CAJA 4),5,litros,ABARROTES
150001883,VINAGRE TINTO HERNANDEZ PLAZA 5 L (CAJA 2),5,l,ABARROTES
201230700,VINAGRE VINO BLANCO DON JUAN 5 L (CAJA 4),5,l,ABARROTES
201230300,VINAGRE VINO TINTO DON JUAN 5 L (CAJA 4),5,l,ABARROTES
201230210,VINAGRE VINO TINTO DON JUAN 500 ML (CAJA 12),500,ml,ABARROTES
104528490,VINAGRETA MINI RELKON 10 ML (CAJA 300),10,ml,ABARROTES
150000908,VIRUTILLA ACERO GALVANIZADA N2 (UNIDAD),,,HIGIENE Y LIMPIEZA
105154610,VOLCAN CHOCOLATE BERLYS 80 G (CAJA 30),80,g,BOLLERÍA Y PASTELERIA
104518330,WAFFLE BERLYS 90 G (CAJA 30),90,g,BOLLERÍA Y PASTELERIA
104544870,WANTAN 300 G (CAJA 10),300,g,PAPAS Y APERITIVOS
104548760,"WOK ACERO CON ANTIADHERENTE 28X8,5CM (UNIDAD)",,,UTENSILIOS Y SUMINISTROS
104543710,YERBA MATE 500 GRS (UNIDAD),500,grs,CAFE Y BEBIDAS CALIENTES
104541810,YOGHURT BATIDO DAMASCO 120 G LOS ALERCES (CAJA 48),120,g,LACTEOS
150001143,YOGHURT BATIDO DAMASCO 125 GR COLUN (CAJA 48),125,gr,LACTEOS
104541800,YOGHURT BATIDO FRUTILLA 120G LOS ALERCES (CAJA 48),120,g,LACTEOS
150001144,YOGHURT BATIDO FRUTILLA 125 GR COLUN (CAJA 48),125,gr,LACTEOS
104541790,YOGHURT BATIDO VAINILLA 120G LOS ALERCES (CAJA 48),120,g,LACTEOS
150001146,YOGHURT BATIDO VAINILLA 125 GR COLUN (CAJA 48),125,gr,LACTEOS
104534340,YOGHURT DAMASCO BOLSA 1 KG LOS ALERCES (CAJA 18),1,kg,LACTEOS
104534350,YOGHURT FRUTILLA BOLSA 1 KG LOS ALERCES (CAJA 18),1,kg,LACTEOS
104538490,YOGHURT LIGHT DAMASCO 120 GR COLUN (CAJA 48),120,gr,LACTEOS
104537920,YOGHURT LIGHT DAMASCO BOLSA 900GR COLUN (CAJA 18),900,gr,LACTEOS
104538510,YOGHURT LIGHT FRAMBUESA 120 GR COLUN (CAJA 48),120,gr,LACTEOS
104538500,YOGHURT LIGHT FRUTILLA 120 GR COLUN (CAJA 48),120,gr,LACTEOS
104537890,YOGHURT LIGHT FRUTILLA BOLSA 900GR COLUN (CAJA 18),900,gr,LACTEOS
104538470,YOGHURT LIGHT MORA 120 GR COLUN (CAJA 48),120,gr,LACTEOS
104538480,YOGHURT LIGHT VAINILLA 120 GR COLUN (CAJA 48),120,gr,LACTEOS
104537880,YOGHURT LIGHT VAINILLA BOLSA 900GR COLUN (CAJA 18),900,gr,LACTEOS
150000718,YOGHURT NATURAL BOLSA 1 KG COLUN (CAJA 18),1,kg,LACTEOS
150000729,YOGHURT S LACTOSA FRUTILLA 125 GR COLUN (CAJA 48),125,gr,LACTEOS
150000720,YOGHURT VAINILLA BOLSA 1 KG COLUN (CAJA 18),1,kg,LACTEOS
104534360,YOGHURT VAINILLA BOLSA 1 KG LOS ALERCES (CAJA 18),1,kg,LACTEOS
108000190,ZUCARITAS 30G X 160UN (CAJA 160),30,g,ABARROTES
108000232,ZUCARITAS 610X18,,,ABARROTES
108000144,ZUCARITAS 680 G (CAJA 10),680,g,ABARROTES
